Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Avg_size_per_room,Most_Important_Issue,Number_of_differnt_parties_voted_for,Overall_happiness_score,Political_interest_Total_Score,Vote,Weighted_education_rank,Yearly_IncomeK
1.119656494571863,0.16040583452752044,-0.6394197749388335,0,1.2105438611753034,-0.9151443684410623,0.8446245527659308,1,-1.599442845701326,0.00628571428571445
-1.5411162505715925,-0.7705186200382352,-0.026140034806898388,2,-1.0469271332081023,0.12326594624329641,-0.9724148573445884,9,-0.12812301414559119,0.7622857142857145
-0.5724910065705958,0.036829369267971236,-0.33379514359155404,0,1.2105438611753034,0.2880388543656982,-0.8329635710565934,9,0.14515502867187996,-0.15342857142857147
-2.338568130558558,-0.5369288385146583,-0.3631895246693244,7,0.08180836398360064,-0.11063322792062093,-0.7064477033676732,9,-0.24505092986697666,-0.8382857142857143
0.512792379141597,-1.524338353088802,0.6740594581019641,2,-0.6706819674775346,-0.48370503101627377,-0.27591358006757116,12,-0.6598889700174564,-0.03657142857142848
0.17883578175591813,0.26407265946775793,-0.47368433728134457,1,0.08180836398360064,-0.25224089767323793,-0.5139320358061094,9,-0.3742193685467084,-0.8637142857142857
0.9207936519657298,0.2815513813710077,0.2764467059853285,6,-0.6706819674775346,0.3030056607846309,-0.6514554133908804,8,0.8169262971307282,-0.9937142857142857
1.3907506736261197,2.2659861365447878,0.3731994836573196,7,-0.6706819674775346,1.7233949325996905,1.215812634113248,0,2.0138178405282625,-0.8665714285714285
-0.25545890642799185,-0.2567339721955749,-0.3454451067178445,2,-1.0469271332081023,-0.12581145129788038,-0.8532311164172618,9,-0.02257564689041658,-0.45314285714285707
-1.5393029115812629,-0.6033544081503963,0.024456738230900416,2,-1.7994174646692374,-0.17388264849106028,-1.1827001494062779,11,0.18089261516843014,0.7605714285714287
-1.0397280197454914,-0.6655417145965211,0.060763772079081804,0,1.9630341926364387,-0.10709674254108782,-1.092217004563192,9,-0.05145520645407832,0.28828571428571426
0.8361711657503543,0.8335836085796168,2.104419714764588,4,1.2105438611753034,1.0437731025756658,0.7489166863773089,7,0.8366046986632141,0.2291428571428571
-1.1482261360002055,-0.6185391900017945,-0.32658264679164656,0,-0.6706819674775346,-0.30831720133732293,-0.5577561229550542,4,-0.3998428778772049,0.390857142857143
0.26104048265085456,0.3485670276656494,-0.22283909207093555,0,0.8342986954447359,-0.435650713547771,-0.7168297238710706,9,-0.1684353132662508,-0.9414285714285714
-0.5096285882391739,-0.6680258241428582,-0.25632356514695875,0,1.2105438611753034,-0.2683489673082067,-0.7575268615835142,9,-0.2078249333129909,-0.21285714285714286
-0.8547674427318847,-0.33536311773682154,-0.849254291462129,4,-1.0469271332081023,0.0781620574095447,-0.03701061600945355,11,-0.7265669377890706,0.11342857142857143
2.071357241329784,-0.048128564330294006,0.08879366000445153,0,0.45805352971416824,-0.5996930845031853,-0.13075055364280228,1,-0.8517692101679182,-0.9385714285714286
-1.2370797465263497,-0.6754520284226041,0.6098582253379556,4,-0.6706819674775346,-0.07990472750905726,-0.21504212762439082,6,1.0960256815729708,0.4748571428571431
0.44025881952841806,0.24171159382074478,2.130873199414719,4,-0.29443680174696696,1.8223671283306875,1.798346507187022,1,2.0094241265542943,0.6034285714285716
1.250216901875585,-0.673428938655582,1.118790125365828,7,0.8342986954447359,0.23083641440874392,0.48765958326715586,10,1.7564852902147514,-0.16228571428571414
0.1866935840473458,0.7742409835457023,-0.31111194612657656,1,-0.6706819674775346,-0.2419318347060551,-0.8554932534176177,11,0.3918151268205917,-0.8711428571428571
-1.1415772263689972,-0.46682817101967145,0.07066791360836745,3,-1.0469271332081023,0.3055627138197894,-0.9370909037866537,8,-0.08499229111930941,0.956
0.34475629937106556,-0.6135490479740482,1.6059053903583944,0,0.45805352971416824,1.7582430760686778,1.2209777177932033,1,1.5369130830292432,0.693714285714286
-0.8372384991586997,-0.07604884214444674,-0.5767276964796408,7,-0.29443680174696696,1.443849452821931,-0.590899650908789,9,-0.16648793983117716,0.09685714285714297
0.23535151362118695,0.05253090992217788,-1.7511140057973242,4,-0.29443680174696696,-1.6270026329613418,1.3593203752204228,7,-1.1261088936283175,0.7971428571428572
-0.8991942479949567,-0.6372401128120686,-0.19730311797319178,4,-0.29443680174696696,-0.45236027407442364,-0.8354135176773896,9,0.11401804116210366,0.1554285714285717
-0.5740021223958703,0.4941112570445045,0.20383558908137991,3,-1.7994174646692374,0.47755946812396033,-0.6909220155863717,8,-0.2652861552341546,0.4194285714285715
2.0462727186302265,-0.5151448675407959,-1.9040120969764072,0,1.9630341926364387,-1.4550357329807937,1.0741233737883484,7,-0.4814328881767475,-0.9148571428571428
-0.8958697931793528,-0.38069564641793296,-0.06321762164620821,2,0.08180836398360064,0.51636013504737,-0.7956897595367137,9,0.06613095501854147,0.15228571428571458
-1.7925659238972802,-0.778409755219644,-0.3237215632488876,2,-0.6706819674775346,-0.10798399106318944,-0.6980798574065669,9,-0.2881893786537978,1.0
0.5995304275123573,-0.8124864216913343,-1.5285345455329755,4,0.45805352971416824,-1.8368109507578183,1.654482221582304,1,-1.5936946748773335,0.45285714285714285
1.0014872370353916,-0.3987909266699142,-0.7975901590415295,7,-0.6706819674775346,-1.7862167846075192,1.1334033061831308,1,-1.2875232851706613,0.07285714285714295
2.0372060236785794,-0.11051126450120632,-0.3058554290135149,1,1.2105438611753034,-2.1518296078137107,1.4302019158769699,1,-1.4958747654653795,-0.9062857142857143
0.5188368424426953,-0.831072072415338,2.2034039008827575,7,-0.6706819674775346,1.4061600970880417,1.3166555594881582,7,1.5264009739554663,0.5291428571428574
-1.4876227503568726,0.9943743037393323,0.06813797454756929,7,-1.0469271332081023,-0.10273929556658906,-1.2017579208467686,11,0.32634882323890885,0.7117142857142857
-0.8321007053527663,-0.32329790307215317,0.1673111299388272,4,0.8342986954447359,0.6282647328288066,-0.3153901161211232,2,-0.6094163153462553,0.09200000000000008
1.1250965115428513,3.8085378338573834,0.031057681839422667,4,0.8342986954447359,0.5993669544816164,-0.36014996244203235,0,0.9616456738636725,-0.6154285714285714
-1.4126714054232543,0.3705515716860284,-0.13847532661144765,1,-0.29443680174696696,-0.1722305864783488,-0.9549705650302275,11,0.47126056284432444,0.640857142857143
-0.46429511348093705,0.1653434833122315,-0.0023558482932014954,0,1.2105438611753034,-0.2925280290604293,-0.7394225214301806,9,-0.3371495425471525,-0.25571428571428556
-0.9049364881310002,0.36029737140002405,0.05595128287045539,2,-0.6706819674775346,0.07785165551295341,-0.8072096600406159,9,-0.3327395753222377,0.16085714285714303
0.27161829342777655,0.24280889937591815,0.9605735575562758,1,-0.29443680174696696,-0.06799754468798692,-0.16398350472972917,6,1.142057010963487,-0.9514285714285714
0.9138425191694669,0.05242767767722844,-0.34415829190720065,3,-1.0469271332081023,-0.015218121777285288,-0.7657018253531152,3,0.5831464990802574,-0.9871428571428571
2.0214904190957235,-0.8688106326903056,-2.115707880946721,0,0.45805352971416824,-2.090062839012152,2.1966766091483225,1,-1.7628752942227595,-0.8914285714285715
0.29337836131173034,-0.7674049849932818,-0.14077046690448497,4,0.45805352971416824,0.2353313292808503,-0.9951436119505042,9,0.1123875264416287,-0.972
0.29247169181656557,-0.4086205443351596,-0.3429579107243357,0,1.9630341926364387,0.7041592726885655,-0.5284709301073154,9,0.18633514951943664,-0.9711428571428571
-0.5758154613861999,0.503289873624254,-0.07251674680896873,1,1.2105438611753034,0.045895736944305224,-0.7607069581688425,9,-0.35119922968818756,-0.15028571428571413
0.7379486371075072,-0.005362396516172094,-0.44625143642508813,7,1.5935880006722114,-0.879048428080076,0.8153004648003913,1,-1.637882741200335,0.32200000000000006
2.1314996511757123,0.0476370610297869,0.02136301339459683,7,-0.7117652909203592,-0.16483869067151516,-0.24763190940106494,1,-0.8594744304458686,-0.9954285714285714
1.482928738967868,0.46850123459339965,1.8696624166640525,4,0.8342986954447359,1.3206468400586466,1.3603983342697612,10,1.9487491653128173,-0.38228571428571434
2.0121215009790214,0.05026373738450749,0.3003148871368452,0,1.2105438611753034,0.6567403998284707,0.7345134044493317,1,2.0875847795535765,-0.8825714285714286
0.9924205420837443,3.9432841863146324,1.7882308352809915,7,0.45805352971416824,0.43218235761883883,1.2483842621171874,0,2.228322734470421,-0.49
-0.7353892925351939,-0.4932854321211598,-0.42638262406618466,2,-1.0469271332081023,0.06568667286088516,-0.7723080772334661,9,-0.06499441608811779,0.0005714285714286671
-1.0998704295914192,-0.8280025617806049,0.12046069524418293,7,0.45805352971416824,-0.2877541137220036,-0.7633294006985198,9,-0.33386234097028306,0.3451428571428572
0.031653100374175666,0.17040500424171476,0.05696198440428013,7,0.08180836398360064,-0.43343918304869794,-0.7052688452163831,9,-0.3068382968583305,-0.7245714285714286
-1.2630709387210723,-0.9778380464648693,-0.396342631758798,4,-1.42317229893867,-0.49020614764540554,-0.3564278555891777,4,-0.5193308871288124,0.49942857142857155
0.527365850559481,-0.3789705166755112,-0.039986719931641594,1,1.586789026905871,0.26659193372991724,-0.7986128286130242,9,-0.2526377049544025,-0.2837142857142856
0.03104865404406564,-0.07315901090960576,0.1892627714177716,3,-1.0469271332081023,0.2601203118979192,-0.7481425380455798,8,0.7407057682319977,-0.15257142857142858
0.4608099947521523,-0.344990962387795,2.504430412137926,2,-1.0469271332081023,2.1342820961038207,2.2861439778601578,1,2.1991373213449243,0.5840000000000001
1.1976300711560304,1.099091711275503,-0.47780103227350246,4,0.8342986954447359,-0.7240772163315411,0.691044841322175,1,-1.5580766014738439,-0.11257142857142854
