Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Vote
243.4953288,35200.98631,0.0,6678.940124000001,1.0,628.3511732999999,1.0,0.0,0.0,0.128772896,0.507520787,9388.0,,12.58455841,5143.518956,304.9385203,40.77510170000001,20.08181508,0.612,49848.565689999996,1.0,188092.2518,7.176342271,433.6960362,37.24624526,81.16510959,60.0,2.0,10.0,129.9243946,3.0,3.0,0.0,1.0,0.0,444.0604046,9
551.683753,53508.149880000004,1.0,34011.11273,1.0,590.2228465,1.0,0.0,1.0,0.659840516,0.335391215,9686.0,362.5924662,17.90874097,,852.4589131000001,96.90266105,19.04186089,2.314,44754.37124,1.0,84664.62532,5.689315957000001,290.97186339999996,5.25589413,183.89458430000002,50.0,6.0,,251.98942769999996,2.0,0.0,3.0,1.0,0.0,469.5848812,5
527.8179518999999,121115.7945,1.0,31140.58269,1.0,920.2646247000001,0.0,0.0,0.0,,0.221108472,4949.0,661.4530912,40.74290651,8206.858918,61.37172482,21.34666443,25.71873036,5.051,76400.36345,1.0,473888.0527,7.755890572,688.3952736,45.47727422,175.93931730000003,100.0,0.0,9.0,248.4141017,7.0,1.0,3.0,0.0,0.0,512.2346305,6
245.3240254,5009.411989,0.0,6778.872167,1.0,100.10338440000001,1.0,1.0,1.0,0.358015625,0.66962328,9994.0,96.12137626,56.96136099,804.8299601,707.1320417000001,19.367262,9.804150971,6.006,9074.648944,2.0,3752.6308689999996,9.280195063999999,61.25872076,16.232209,81.77467513,80.0,4.0,13.0,768.6991647000001,0.0,1.0,4.0,0.0,0.0,14.936547400000002,1
831.0007327000001,77833.14716000001,2.0,77016.13554,1.0,813.4386902000001,1.0,1.0,0.0,0.27286019899999997,0.237367165,6957.0,513.1409087000001,96.70941613,3836.1402479999997,530.4951789,33.11592361,,3.043,60709.64328,1.0,78953.04402,5.821849734,280.9858431,12.50459205,277.0002442,60.0,2.0,11.0,264.1149343,6.0,3.0,1.0,0.0,0.0,647.0265760999999,2
535.6829468999999,11007.587590000001,2.0,32072.58538,0.0,188.03455630000002,1.0,1.0,1.0,0.31748347600000004,0.682731753,4677.0,176.39035149999998,40.25553919,969.2416705,735.8693327000001,92.72632219,13.28120294,11.323,16222.668759999999,1.0,3800.241244,9.150506081,61.64609675,71.14219083,178.5609823,,7.0,11.0,709.0683838,2.0,2.0,4.0,0.0,0.0,46.23726048,1
605.1247588,79808.96282999999,0.0,40897.927560000004,1.0,691.4191932,1.0,0.0,1.0,0.33679950399999997,0.788730185,7466.0,431.69352280000004,89.09662827,4820.040364,589.801704,34.74254825,20.77723569,2.5340000000000003,53374.90298,2.0,156551.0548,8.891655284,395.6653318,10.70787697,201.70825290000002,60.0,2.0,12.0,127.5229091,4.0,1.0,0.0,1.0,1.0,526.6569787999999,9
790.1812074,87068.5676,0.0,69649.6538,0.0,571.5125632,1.0,1.0,1.0,0.247349275,0.253260834,8675.0,379.4268515,19.1022638,4064.496768,914.5436323999999,58.04068185,19.47888219,1.325,45034.45177,2.0,109272.7607,6.414400537000001,330.5643065,4.399351473,263.3937358,80.0,4.0,7.0,233.4399877,2.0,1.0,0.0,0.0,0.0,393.94393239999994,4
223.58769130000002,34236.297139999995,1.0,5639.1354200000005,0.0,653.4416132,1.0,0.0,1.0,0.8939667590000001,0.070024397,5321.0,374.5456284,87.49096082,5342.765033,25.63308552,81.35106748,19.35318135,4.678999999999999,50211.93095,2.0,211018.3876,1.053233403,459.36737760000005,0.255732238,74.52923044,90.0,1.0,15.0,138.0460208,4.0,2.0,2.0,1.0,0.0,540.8276196,9
128.1616536,,0.0,1877.7660449999998,0.0,797.5366831,1.0,0.0,0.0,0.611932567,0.8357292959999999,3132.0,507.3383815,50.06254772,3562.0002219999997,224.3125029,78.29904992,22.52417327,,59428.63004,2.0,64888.56805,5.826175811000001,254.7323459,67.2322552,42.72055119,70.0,7.0,11.0,278.11786539999997,1.0,0.0,1.0,0.0,0.0,630.9178102999999,2
