Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Avg_Satisfaction_with_previous_vote,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Overall_happiness_score,Most_Important_Issue,Married,Vote
-0.873754497610439,-0.6980628324522858,0.47467357728521287,-0.6866212643602346,0.4366704891566033,0.4872363532357006,0.30817439554589465,0.6290364063622402,-1.0455333319486417,-0.7937154010208213,-0.28661227838363135,-0.6547361636292536,0.47558624101204144,2,0,1
-0.7377200453023504,-0.7288992904220921,-0.36350239049253086,-0.6559524628154242,-0.7593415799263554,-0.6866054252782623,-0.930279399537386,-0.6148854753800927,-0.876617810394014,-0.2661544830940541,-1.0340822375534118,-0.040094707488161824,-0.013992087482132851,7,1,11
0.23053444023558406,0.7044428902469058,0.10975132248094431,0.06268724022259198,1.3594070285935447,0.6120066423584821,1.3266422041044388,0.7244097337918172,0.3256747615591373,-0.7937154010208213,-0.28661227838363135,0.47407743859548146,1.3948762472562835,2,0,7
0.14110106628657246,-0.2898774067933408,0.14286979683552997,-0.0404693256244146,-2.057089388366839,-1.0216956222788878,-1.9082340950726777,-1.6617642964446087,0.21462432694960573,0.7889673527594802,1.2083276399559297,2.022103982211927,0.06180515922042558,1,1,1
-0.4187175244399949,-0.2742922230464053,0.27101043592710516,-0.5161070120574868,-0.014705797995032759,0.01910894622617924,-0.12647520603510315,0.23018843387025026,-0.48050876355713407,-1.3212763189475885,0.08712270120125892,-1.0690345337351623,0.12889694465749232,6,0,8
-0.843164434128608,-0.7192414303371298,-0.9918248478739266,-0.6812341695788703,-0.1950753231301496,-0.15043743554980965,-0.27472598767269873,0.06394630327481247,-1.007549303348618,1.3165282706862473,1.2083276399559297,-0.9573655362844534,-0.082782040384291,0,1,9
0.9835146652068079,-0.6258330823305246,1.8362452472461783,1.228039935099288,-1.6327999987332833,-1.0035217028096202,-1.4422499655447245,-1.4599471902895478,1.2606588434840942,-0.7937154010208213,0.4608576807861492,1.489890040500725,-1.6445801117533445,2,1,1
-0.1681725454178694,0.02266779556065979,-0.9246593438090188,-0.33949697308864907,-0.27238118821502216,0.12672220816294333,-0.3805214004720984,0.32873941535356205,-0.16940422295573065,0.26140643483271303,-0.6603472579685216,-0.776433794607595,-0.32888769579038507,4,0,11
1.3599454794820944,1.9113968144980222,0.6736939418646402,2.0095713481859927,0.4164183747697087,0.3845989580780303,0.2971823548537788,0.5475844236448233,1.7280772529205763,-0.2661544830940541,0.8345926603710394,-0.710790638494935,0.48781070185345854,7,0,12
-0.2083277460189137,-0.8790304798648699,0.3765562280291032,-0.37175587500899987,-1.2120765284106199,-1.0219167512893146,-1.0110060339212985,-1.668403256781739,-0.2192653905177948,1.3165282706862473,1.9557975991257102,1.1501722594412904,-0.9076512629470916,0,1,10
-0.8378454328991598,-0.7239855114621377,-1.4338171972042877,-0.680208082665785,-0.02934167517435199,-0.2369830561267943,-0.07324952554001243,-0.027171578021547443,-1.0009446391670092,0.7889673527594802,1.58206261954082,0.19361858554257347,0.1170514285843797,1,1,9
